DATAFLOW,LAST UPDATE,freq,acl00,frequenc,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 35 to 54 years,Percentage,Türkiye,2007,18.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 35 to 54 years,Percentage,Türkiye,2011,19.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Austria,2007,53.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Austria,2011,51.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Belgium,2007,40.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Bulgaria,2007,28.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Bulgaria,2011,26.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Cyprus,2007,41.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Cyprus,2011,34.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Czechia,2007,48.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Czechia,2011,53.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Germany,2011,48.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Estonia,2007,53.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Estonia,2011,46.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Greece,2007,27.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Greece,2011,27.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Spain,2007,40.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Finland,2007,51.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Finland,2011,52.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Croatia,2007,24.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Hungary,2007,37.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Hungary,2011,31.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Italy,2007,42.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Italy,2011,38.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Lithuania,2007,10.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Lithuania,2011,38.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Luxembourg,2011,56.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Latvia,2007,46.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Latvia,2011,49.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Malta,2011,42.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Poland,2007,34.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Poland,2011,33.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Portugal,2007,34.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Portugal,2011,34.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Romania,2007,23.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Romania,2011,12.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Serbia,2011,13.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Slovenia,2007,50.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Slovenia,2011,50.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Slovakia,2007,61.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Slovakia,2011,48.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Türkiye,2007,18.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 54 years,Percentage,Türkiye,2011,17.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Austria,2007,51.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Austria,2011,51.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Belgium,2007,39.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Bulgaria,2007,26.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Bulgaria,2011,23.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Cyprus,2007,39.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Cyprus,2011,32.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Czechia,2007,46.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Czechia,2011,49.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Germany,2011,46.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Estonia,2007,49.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Estonia,2011,47.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Greece,2007,22.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Greece,2011,26.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Spain,2007,37.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Finland,2007,53.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Finland,2011,51.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Croatia,2007,23.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Hungary,2007,34.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Hungary,2011,31.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Italy,2007,39.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Italy,2011,35.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Lithuania,2007,8.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Lithuania,2011,36.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Luxembourg,2011,55.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Latvia,2007,43.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Latvia,2011,46.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Malta,2011,35.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Poland,2007,33.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Poland,2011,32.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Portugal,2007,34.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Portugal,2011,31.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Romania,2007,21.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Romania,2011,9.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Serbia,2011,9.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Slovenia,2007,49.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Slovenia,2011,51.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Slovakia,2007,62.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Slovakia,2011,47.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Türkiye,2007,16.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 45 to 64 years,Percentage,Türkiye,2011,16.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Austria,2007,49.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Austria,2011,52.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Belgium,2007,37.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Bulgaria,2007,25.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Bulgaria,2011,20.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Cyprus,2007,37.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Cyprus,2011,31.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Czechia,2007,45.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Czechia,2011,46.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Germany,2011,44.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Estonia,2007,44.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Estonia,2011,48.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Greece,2007,16.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Greece,2011,25.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Spain,2007,34.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Finland,2007,54.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Finland,2011,49.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Croatia,2007,21.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Hungary,2007,32.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Hungary,2011,30.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Italy,2007,36.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Italy,2011,32.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Lithuania,2007,6.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Lithuania,2011,33.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Luxembourg,2011,53.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Latvia,2007,40.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Latvia,2011,43.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Malta,2011,29.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Poland,2007,32.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Poland,2011,30.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Portugal,2007,35.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Portugal,2011,29.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Romania,2007,19.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Romania,2011,7.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Serbia,2011,5.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Slovenia,2007,48.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Slovenia,2011,51.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Slovakia,2007,64.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Slovakia,2011,46.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Türkiye,2007,12.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Females,From 55 to 64 years,Percentage,Türkiye,2011,13.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,"Cultural sites (historical monuments, museums, art galleries or archaeological sites)",From 1 to 6 times,Males,From 25 to 34 years,Percentage,Austria,2007,46.1,,
